transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0000196,2025-07-26,C012344,Other,35-44,Returning,P1040,Coffee,Groceries,Brand 1,2,222.88,0,445.76,Gift Card,Online,West
T0000197,2025-01-05,C000598,Female,35-44,Returning,P1066,Lamp,Home,Brand 3,4,273.63,15,930.34,Debit Card,In-Store,West
T0000198,2024-08-19,C004508,Male,18-24,Loyal,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,Credit Card,Mobile App,Central
T0000199,2025-06-23,C001237,Other,35-44,Returning,P1107,Novel,Books,Brand 2,1,208.14,15,176.92,Gift Card,In-Store,South
T0000200,2024-07-04,C022704,Other,25-34,VIP,P1021,Jeans,Clothing,Brand 3,5,307.87,0,1539.35,Credit Card,In-Store,East
T0000201,2024-08-31,C014556,Other,35-44,VIP,P1087,Running Shoes,Sports,Brand 3,1,366.16,0,366.16,Debit Card,Mobile App,South
T0000202,2025-04-25,C006358,Female,55+,VIP,P1040,Coffee,Groceries,Brand 1,4,222.88,15,757.79,PayPal,In-Store,West
T0000203,2025-06-24,C013719,Male,25-34,Returning,P1065,Lamp,Home,Brand 2,2,144.06,0,288.12,Cash,Online,West
T0000204,2025-01-15,C018172,Male,55+,New,P1112,Notebook,Books,Brand 1,1,84.8,0,84.8,Cash,Online,South
T0000205,2025-04-05,C016822,Male,45-54,New,P1035,Bread,Groceries,Brand 2,1,482.99,15,410.54,Debit Card,In-Store,East
T0000206,2024-01-28,C013596,Male,45-54,Loyal,P1120,Children Book,Books,Brand 3,2,271.97,30,380.76,Debit Card,In-Store,North
T0000207,2024-08-17,C000924,Female,18-24,Loyal,P1048,Shampoo,Beauty,Brand 3,5,262.43,0,1312.15,Debit Card,Online,North
T0000208,2025-04-28,C022809,Male,45-54,VIP,P1037,Rice,Groceries,Brand 1,2,155.78,25,233.67,Gift Card,Online,North
T0000209,2024-09-19,C007067,Male,55+,VIP,P1003,Smartphone,Electronics,Brand 3,2,367.34,0,734.68,Credit Card,In-Store,South
T0000210,2024-05-04,C001565,Male,45-54,VIP,P1039,Rice,Groceries,Brand 3,1,343.7,0,343.7,Credit Card,Online,West
T0000211,2025-07-02,C000539,Other,55+,Returning,P1077,Yoga Mat,Sports,Brand 2,4,386.78,5,1469.76,Debit Card,In-Store,West
T0000212,2025-09-21,C011562,Male,55+,VIP,P1001,Smartphone,Electronics,Brand 1,1,190.4,5,180.88,Debit Card,Mobile App,North
T0000213,2025-01-04,C002218,Other,55+,New,P1068,Cookware Set,Home,Brand 2,2,402.09,0,804.18,PayPal,In-Store,North
T0000214,2025-01-31,C012233,Female,18-24,Loyal,P1082,Dumbbells,Sports,Brand 1,1,313.53,5,297.85,Credit Card,In-Store,South
T0000215,2025-11-03,C020587,Male,55+,Loyal,P1094,Toy Car,Toys,Brand 1,1,282.83,10,254.55,Debit Card,Online,East
T0000216,2024-12-12,C021064,Male,45-54,VIP,P1070,Storage Box,Home,Brand 1,1,493.51,15,419.48,Debit Card,Online,North
T0000217,2025-04-13,C001212,Female,25-34,New,P1092,Puzzle,Toys,Brand 2,1,358.06,0,358.06,Debit Card,Online,East
T0000218,2024-11-13,C016889,Female,55+,VIP,P1120,Children Book,Books,Brand 3,3,271.97,0,815.91,Cash,Online,South
T0000219,2024-12-31,C001567,Other,35-44,Loyal,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,Credit Card,In-Store,West
T0000220,2025-02-13,C024357,Female,45-54,Loyal,P1114,Notebook,Books,Brand 3,2,405.02,5,769.54,Debit Card,In-Store,West
T0000221,2025-06-15,C008740,Male,45-54,New,P1048,Shampoo,Beauty,Brand 3,2,262.43,0,524.86,PayPal,Mobile App,South
T0000222,2024-10-27,C010526,Male,18-24,Loyal,P1070,Storage Box,Home,Brand 1,1,493.51,0,493.51,Cash,In-Store,West
T0000223,2025-03-12,C005461,Other,45-54,Loyal,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,PayPal,Online,East
T0000224,2025-03-21,C008997,Other,18-24,New,P1079,Football,Sports,Brand 1,1,182.44,0,182.44,PayPal,In-Store,Central
T0000225,2025-11-26,C005243,Male,25-34,VIP,P1103,Building Blocks,Toys,Brand 1,3,160.61,0,481.83,Credit Card,Online,North
T0000226,2025-10-22,C012004,Female,45-54,New,P1031,Milk,Groceries,Brand 1,1,305.73,10,275.16,Gift Card,Online,West
T0000227,2025-01-15,C014548,Male,55+,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,5,249.31,Gift Card,In-Store,West
T0000228,2025-10-27,C009133,Male,18-24,New,P1041,Coffee,Groceries,Brand 2,3,65.41,25,147.17,Debit Card,In-Store,Central
T0000229,2025-07-29,C003859,Female,35-44,VIP,P1050,Moisturizer,Beauty,Brand 2,1,96.5,20,77.2,Debit Card,Mobile App,East
T0000230,2025-05-17,C006560,Male,25-34,New,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,PayPal,Online,West
T0000231,2025-11-29,C010473,Other,35-44,New,P1012,Smartwatch,Electronics,Brand 3,1,485.11,30,339.58,Gift Card,Mobile App,East
T0000232,2024-11-03,C005162,Other,25-34,Loyal,P1115,Textbook,Books,Brand 1,1,318.53,0,318.53,Gift Card,Online,North
T0000233,2024-05-22,C007758,Female,18-24,Loyal,P1026,Dress,Clothing,Brand 2,2,393.66,0,787.32,Gift Card,Mobile App,East
T0000234,2025-07-18,C004253,Other,18-24,New,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Cash,In-Store,West
T0000235,2025-02-24,C013417,Other,18-24,Returning,P1068,Cookware Set,Home,Brand 2,1,402.09,0,402.09,Cash,Mobile App,North
T0000236,2025-04-22,C022286,Other,35-44,Returning,P1058,Sunscreen,Beauty,Brand 1,1,102.01,5,96.91,Gift Card,Mobile App,Central
T0000237,2024-05-12,C014177,Other,18-24,New,P1024,Jacket,Clothing,Brand 3,1,186.35,0,186.35,Gift Card,Online,East
T0000238,2024-06-14,C010573,Other,25-34,Loyal,P1022,Jacket,Clothing,Brand 1,3,74.05,0,222.15,Gift Card,In-Store,North
T0000239,2024-07-20,C020810,Other,35-44,Returning,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,Cash,Mobile App,Central
T0000240,2025-05-29,C021004,Male,55+,Returning,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,Debit Card,Mobile App,Central
T0000241,2025-09-11,C011064,Other,18-24,New,P1093,Puzzle,Toys,Brand 3,1,381.59,0,381.59,Credit Card,Online,Central
T0000242,2025-10-28,C006908,Other,45-54,New,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,PayPal,Mobile App,Central
T0000243,2025-10-19,C009900,Female,25-34,VIP,P1038,Rice,Groceries,Brand 2,1,53.35,0,53.35,Cash,In-Store,North
T0000244,2024-03-02,C005180,Female,45-54,VIP,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,PayPal,Online,East
T0000245,2024-05-27,C010243,Other,35-44,Loyal,P1078,Yoga Mat,Sports,Brand 3,1,41.65,5,39.57,PayPal,Online,East
T0000246,2025-07-29,C003480,Female,25-34,VIP,P1066,Lamp,Home,Brand 3,1,273.63,10,246.27,Credit Card,In-Store,West
T0000247,2024-05-24,C003173,Male,35-44,VIP,P1032,Milk,Groceries,Brand 2,2,89.41,0,178.82,Gift Card,In-Store,South
T0000248,2024-06-12,C010730,Other,35-44,Returning,P1111,Cookbook,Books,Brand 3,3,148.43,20,356.23,Debit Card,In-Store,Central
T0000249,2025-05-25,C010111,Female,18-24,New,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,PayPal,Mobile App,West
T0000250,2024-08-08,C019116,Female,18-24,New,P1031,Milk,Groceries,Brand 1,2,305.73,10,550.31,Cash,In-Store,Central
T0000251,2025-10-31,C022038,Female,35-44,New,P1113,Notebook,Books,Brand 2,1,465.2,0,465.2,Credit Card,In-Store,South
T0000252,2024-09-27,C023839,Female,45-54,Loyal,P1113,Notebook,Books,Brand 2,1,465.2,0,465.2,Credit Card,In-Store,North
T0000253,2025-07-29,C006379,Female,55+,Loyal,P1073,Towel,Home,Brand 1,2,7.73,0,15.46,Credit Card,In-Store,Central
T0000254,2025-07-17,C009166,Other,55+,New,P1058,Sunscreen,Beauty,Brand 1,1,102.01,10,91.81,Debit Card,Online,West
T0000255,2024-12-13,C018280,Female,25-34,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,0,262.43,Gift Card,Mobile App,West
T0000256,2024-02-11,C001485,Male,25-34,Loyal,P1065,Lamp,Home,Brand 2,2,144.06,20,230.5,PayPal,Mobile App,West
T0000257,2025-09-12,C016893,Male,35-44,Loyal,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,Debit Card,In-Store,Central
T0000258,2024-11-02,C019456,Female,55+,VIP,P1095,Toy Car,Toys,Brand 2,1,386.63,0,386.63,Gift Card,In-Store,West
T0000259,2024-01-18,C012071,Female,18-24,VIP,P1105,Building Blocks,Toys,Brand 3,1,454.25,0,454.25,Gift Card,In-Store,North
T0000260,2025-04-30,C008701,Other,55+,Returning,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Credit Card,Mobile App,West
T0000261,2025-06-20,C020612,Other,55+,VIP,P1022,Jacket,Clothing,Brand 1,1,74.05,0,74.05,Debit Card,Mobile App,South
T0000262,2025-08-09,C022955,Male,25-34,New,P1005,Headphones,Electronics,Brand 2,1,82.23,0,82.23,PayPal,In-Store,West
T0000263,2025-02-26,C022627,Male,45-54,VIP,P1020,Jeans,Clothing,Brand 2,1,149.16,20,119.33,Credit Card,Mobile App,South
T0000264,2024-07-31,C018380,Female,45-54,VIP,P1067,Cookware Set,Home,Brand 1,1,74.76,5,71.02,Cash,Online,West
T0000265,2025-06-29,C011218,Other,35-44,Loyal,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,Gift Card,In-Store,South
T0000266,2024-10-12,C018288,Female,25-34,Loyal,P1032,Milk,Groceries,Brand 2,1,89.41,0,89.41,Cash,Mobile App,South
T0000267,2025-12-22,C016024,Female,45-54,Loyal,P1089,Water Bottle,Sports,Brand 2,1,444.17,10,399.75,Gift Card,Mobile App,East
T0000268,2024-05-04,C018792,Other,55+,VIP,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,PayPal,In-Store,South
T0000269,2024-02-13,C009426,Other,18-24,Loyal,P1038,Rice,Groceries,Brand 2,1,53.35,0,53.35,PayPal,Mobile App,East
T0000270,2025-05-05,C007012,Male,55+,Loyal,P1096,Toy Car,Toys,Brand 3,2,249.43,0,498.86,Gift Card,Mobile App,East
T0000271,2024-04-21,C020175,Other,55+,Returning,P1018,T-Shirt,Clothing,Brand 3,1,264.75,30,185.32,Debit Card,Online,Central
T0000272,2025-10-15,C007630,Male,18-24,VIP,P1029,Sneakers,Clothing,Brand 2,2,298.25,0,596.5,Cash,Mobile App,West
T0000273,2025-11-28,C004505,Male,55+,Returning,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,PayPal,Mobile App,West
T0000274,2025-10-28,C006536,Female,35-44,Loyal,P1062,Bedsheet,Home,Brand 2,1,139.32,0,139.32,Credit Card,Online,Central
T0000275,2025-07-01,C024206,Other,18-24,Returning,P1030,Sneakers,Clothing,Brand 3,1,27.99,0,27.99,PayPal,Online,North
T0000276,2025-02-10,C016233,Male,35-44,New,P1108,Novel,Books,Brand 3,1,379.0,20,303.2,Credit Card,In-Store,Central
T0000277,2024-04-19,C010979,Female,45-54,VIP,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,Debit Card,Mobile App,West
T0000278,2024-07-16,C003692,Female,25-34,VIP,P1035,Bread,Groceries,Brand 2,1,482.99,30,338.09,Cash,Mobile App,South
T0000279,2024-12-11,C009668,Other,25-34,Returning,P1002,Smartphone,Electronics,Brand 2,1,475.6,0,475.6,Gift Card,Mobile App,West
T0000280,2025-03-13,C016885,Female,18-24,VIP,P1106,Novel,Books,Brand 1,4,128.4,15,436.56,Credit Card,Online,South
T0000281,2024-11-27,C008129,Male,35-44,VIP,P1062,Bedsheet,Home,Brand 2,2,139.32,0,278.64,Debit Card,In-Store,East
T0000282,2024-11-05,C019087,Other,55+,New,P1043,Cereal,Groceries,Brand 1,1,22.02,5,20.92,Cash,Mobile App,East
T0000283,2024-08-29,C002036,Other,18-24,VIP,P1089,Water Bottle,Sports,Brand 2,4,444.17,0,1776.68,Cash,Online,West
T0000284,2025-05-29,C023055,Female,18-24,Loyal,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,Cash,Mobile App,South
T0000285,2024-05-16,C015670,Male,45-54,Loyal,P1029,Sneakers,Clothing,Brand 2,2,298.25,0,596.5,PayPal,Mobile App,Central
T0000286,2025-04-27,C024817,Other,25-34,Returning,P1117,Textbook,Books,Brand 3,1,402.82,0,402.82,Gift Card,Online,Central
T0000287,2025-06-24,C023062,Female,18-24,New,P1058,Sunscreen,Beauty,Brand 1,1,102.01,0,102.01,Credit Card,Mobile App,Central
T0000288,2025-08-09,C017586,Male,25-34,Loyal,P1026,Dress,Clothing,Brand 2,1,393.66,5,373.98,Gift Card,In-Store,North
T0000289,2024-07-29,C023492,Other,45-54,New,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,Gift Card,In-Store,North
T0000290,2024-05-15,C016819,Female,45-54,New,P1059,Sunscreen,Beauty,Brand 2,1,27.39,0,27.39,Gift Card,In-Store,East
T0000291,2024-01-23,C012975,Female,18-24,Returning,P1093,Puzzle,Toys,Brand 3,1,381.59,0,381.59,Gift Card,Online,North
T0000292,2024-12-18,C022951,Male,55+,New,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Credit Card,In-Store,North
T0000293,2025-02-22,C005898,Male,45-54,Loyal,P1037,Rice,Groceries,Brand 1,1,155.78,30,109.05,PayPal,In-Store,West
T0000294,2024-03-23,C022372,Other,55+,Returning,P1049,Moisturizer,Beauty,Brand 1,1,275.62,15,234.28,Cash,Online,South
T0000295,2025-02-06,C017330,Male,25-34,New,P1069,Cookware Set,Home,Brand 3,1,41.9,5,39.8,Credit Card,In-Store,West
T0000296,2025-07-11,C013898,Other,45-54,Returning,P1087,Running Shoes,Sports,Brand 3,2,366.16,0,732.32,Debit Card,In-Store,East
T0000297,2024-10-09,C006177,Other,18-24,New,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,PayPal,Mobile App,North
T0000298,2024-07-30,C002205,Male,55+,New,P1031,Milk,Groceries,Brand 1,1,305.73,20,244.58,PayPal,Mobile App,North
T0000299,2024-02-15,C013182,Female,25-34,Returning,P1032,Milk,Groceries,Brand 2,2,89.41,25,134.12,Credit Card,Online,Central
T0000300,2024-08-27,C023971,Other,35-44,Loyal,P1038,Rice,Groceries,Brand 2,1,53.35,10,48.02,Debit Card,In-Store,South
T0000301,2025-06-17,C007244,Female,35-44,Loyal,P1085,Running Shoes,Sports,Brand 1,4,158.94,0,635.76,Credit Card,Mobile App,Central
T0000302,2024-06-28,C020513,Other,45-54,VIP,P1113,Notebook,Books,Brand 2,1,465.2,10,418.68,Credit Card,In-Store,West
T0000303,2025-06-21,C010445,Other,45-54,VIP,P1101,Doll,Toys,Brand 2,1,20.56,15,17.48,Debit Card,In-Store,West
T0000304,2025-07-04,C015517,Male,25-34,Loyal,P1024,Jacket,Clothing,Brand 3,1,186.35,10,167.72,Debit Card,In-Store,North
T0000305,2025-02-26,C013649,Other,55+,Returning,P1072,Storage Box,Home,Brand 3,1,103.36,0,103.36,PayPal,Online,East
T0000306,2024-12-04,C021192,Male,45-54,Loyal,P1027,Dress,Clothing,Brand 3,1,103.84,15,88.26,Credit Card,Mobile App,South
T0000307,2024-10-01,C012360,Other,55+,New,P1007,Laptop,Electronics,Brand 1,2,33.75,0,67.5,Credit Card,Online,Central
T0000308,2025-11-18,C018313,Male,45-54,Returning,P1093,Puzzle,Toys,Brand 3,1,381.59,15,324.35,Cash,In-Store,North
T0000309,2024-07-13,C024297,Male,45-54,Returning,P1028,Sneakers,Clothing,Brand 1,1,259.55,15,220.62,Gift Card,Mobile App,South
T0000310,2024-09-02,C018091,Female,35-44,VIP,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,PayPal,Mobile App,East
T0000311,2024-09-24,C011785,Other,45-54,VIP,P1040,Coffee,Groceries,Brand 1,1,222.88,0,222.88,Credit Card,Mobile App,West
T0000312,2024-11-23,C006657,Female,35-44,VIP,P1098,Board Game,Toys,Brand 2,2,216.63,0,433.26,Credit Card,Mobile App,South
T0000313,2024-05-29,C000532,Female,55+,VIP,P1095,Toy Car,Toys,Brand 2,1,386.63,20,309.3,Cash,Online,South
T0000314,2024-08-23,C012447,Other,25-34,VIP,P1043,Cereal,Groceries,Brand 1,1,22.02,0,22.02,Gift Card,Mobile App,East
T0000315,2025-05-15,C023710,Other,45-54,VIP,P1033,Milk,Groceries,Brand 3,3,37.2,5,106.02,Debit Card,Mobile App,East
T0000316,2024-05-23,C023604,Other,45-54,Returning,P1022,Jacket,Clothing,Brand 1,1,74.05,20,59.24,Gift Card,Mobile App,North
T0000317,2024-02-04,C002436,Other,18-24,New,P1068,Cookware Set,Home,Brand 2,2,402.09,0,804.18,PayPal,Online,South
T0000318,2025-12-25,C004949,Male,25-34,VIP,P1009,Laptop,Electronics,Brand 3,1,302.55,10,272.3,Cash,Online,Central
T0000319,2025-11-13,C020203,Female,45-54,New,P1082,Dumbbells,Sports,Brand 1,2,313.53,0,627.06,Credit Card,Mobile App,Central
T0000320,2024-01-13,C000549,Other,35-44,Loyal,P1053,Lipstick,Beauty,Brand 2,3,470.05,10,1269.14,Credit Card,Mobile App,West
T0000321,2024-07-02,C003507,Male,55+,Returning,P1104,Building Blocks,Toys,Brand 2,1,256.74,0,256.74,Debit Card,Online,Central
T0000322,2024-09-15,C011615,Female,45-54,New,P1068,Cookware Set,Home,Brand 2,1,402.09,10,361.88,Cash,In-Store,West
T0000323,2024-09-06,C022848,Male,35-44,New,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Credit Card,Online,West
T0000324,2025-01-21,C018111,Female,18-24,New,P1049,Moisturizer,Beauty,Brand 1,2,275.62,15,468.55,Debit Card,Online,West
T0000325,2025-03-20,C021133,Female,55+,New,P1109,Cookbook,Books,Brand 1,1,118.26,15,100.52,Gift Card,Online,South
T0000326,2025-12-09,C018573,Female,35-44,New,P1028,Sneakers,Clothing,Brand 1,1,259.55,15,220.62,Credit Card,Mobile App,East
T0000327,2025-07-10,C018466,Other,18-24,Returning,P1116,Textbook,Books,Brand 2,1,436.37,0,436.37,Cash,Online,South
T0000328,2024-05-27,C024650,Other,45-54,New,P1076,Yoga Mat,Sports,Brand 1,2,365.86,0,731.72,Cash,Online,Central
T0000329,2025-08-03,C012752,Other,55+,Loyal,P1031,Milk,Groceries,Brand 1,1,305.73,10,275.16,PayPal,Mobile App,South
T0000330,2025-12-06,C023730,Male,55+,Loyal,P1102,Doll,Toys,Brand 3,2,320.02,5,608.04,Credit Card,Online,West
T0000331,2024-03-18,C011161,Other,55+,VIP,P1030,Sneakers,Clothing,Brand 3,2,27.99,0,55.98,Cash,Online,East
T0000332,2025-04-06,C016077,Male,35-44,VIP,P1101,Doll,Toys,Brand 2,1,20.56,0,20.56,PayPal,Online,Central
T0000333,2025-01-24,C002809,Other,35-44,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,20,127.15,Credit Card,Online,East
T0000334,2025-01-24,C023321,Other,25-34,VIP,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,Cash,In-Store,North
T0000335,2024-01-06,C010102,Female,35-44,Loyal,P1012,Smartwatch,Electronics,Brand 3,1,485.11,25,363.83,Credit Card,Online,North
T0000336,2025-03-17,C014708,Other,55+,VIP,P1024,Jacket,Clothing,Brand 3,1,186.35,0,186.35,Credit Card,Online,North
T0000337,2025-07-21,C003050,Other,55+,Loyal,P1046,Shampoo,Beauty,Brand 1,1,332.95,5,316.3,PayPal,Online,East
T0000338,2025-02-01,C002776,Other,55+,Returning,P1053,Lipstick,Beauty,Brand 2,1,470.05,15,399.54,Gift Card,Mobile App,South
T0000339,2025-01-24,C005555,Male,35-44,Loyal,P1088,Water Bottle,Sports,Brand 1,4,320.59,0,1282.36,Cash,In-Store,South
T0000340,2024-06-20,C014244,Female,45-54,Loyal,P1009,Laptop,Electronics,Brand 3,2,302.55,20,484.08,PayPal,Online,East
T0000341,2024-09-09,C023623,Other,45-54,Returning,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,PayPal,Online,South
T0000342,2024-01-07,C012967,Female,55+,VIP,P1039,Rice,Groceries,Brand 3,1,343.7,5,326.51,Cash,In-Store,East
T0000343,2025-10-28,C019478,Male,35-44,Loyal,P1056,Perfume,Beauty,Brand 2,1,461.33,10,415.2,Gift Card,Mobile App,South
T0000344,2024-11-17,C005821,Female,35-44,Loyal,P1062,Bedsheet,Home,Brand 2,4,139.32,20,445.82,PayPal,Mobile App,South
T0000345,2025-01-20,C009185,Female,35-44,New,P1042,Coffee,Groceries,Brand 3,1,250.11,0,250.11,Gift Card,Online,Central
T0000346,2024-07-03,C022339,Other,18-24,VIP,P1070,Storage Box,Home,Brand 1,5,493.51,15,2097.42,Debit Card,In-Store,East
T0000347,2025-12-10,C002267,Female,45-54,Returning,P1107,Novel,Books,Brand 2,1,208.14,20,166.51,Cash,Online,East
T0000348,2024-06-06,C023437,Female,45-54,New,P1085,Running Shoes,Sports,Brand 1,3,158.94,0,476.82,PayPal,Mobile App,West
T0000349,2025-02-14,C017511,Other,45-54,New,P1075,Towel,Home,Brand 3,1,354.89,0,354.89,Cash,Mobile App,Central
T0000350,2025-10-15,C002785,Male,25-34,Loyal,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Debit Card,Mobile App,Central
T0000351,2025-07-30,C021137,Other,45-54,Loyal,P1006,Headphones,Electronics,Brand 3,2,82.22,0,164.44,PayPal,Online,North
T0000352,2024-09-21,C007275,Other,55+,Returning,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,PayPal,In-Store,West
T0000353,2025-11-26,C019287,Other,55+,Returning,P1060,Sunscreen,Beauty,Brand 3,1,166.04,20,132.83,Cash,Online,West
T0000354,2024-10-29,C013631,Male,18-24,Returning,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,0,110.11,Cash,In-Store,East
T0000355,2024-07-30,C017076,Female,35-44,VIP,P1059,Sunscreen,Beauty,Brand 2,2,27.39,0,54.78,Credit Card,In-Store,West
T0000356,2024-03-09,C009840,Male,18-24,New,P1041,Coffee,Groceries,Brand 2,1,65.41,0,65.41,Cash,Mobile App,North
T0000357,2024-06-17,C024265,Male,55+,Returning,P1087,Running Shoes,Sports,Brand 3,1,366.16,0,366.16,Gift Card,Online,East
T0000358,2025-03-12,C015141,Male,45-54,Returning,P1072,Storage Box,Home,Brand 3,1,103.36,0,103.36,Debit Card,Mobile App,West
T0000359,2024-01-30,C024163,Other,25-34,VIP,P1051,Moisturizer,Beauty,Brand 3,3,484.94,0,1454.82,Gift Card,In-Store,West
T0000360,2025-12-22,C007039,Male,35-44,New,P1001,Smartphone,Electronics,Brand 1,1,190.4,5,180.88,Gift Card,Online,Central
T0000361,2025-01-09,C010682,Male,45-54,New,P1024,Jacket,Clothing,Brand 3,1,186.35,5,177.03,Cash,Mobile App,West
T0000362,2025-10-16,C010270,Other,45-54,VIP,P1068,Cookware Set,Home,Brand 2,1,402.09,25,301.57,Gift Card,Online,East
T0000363,2025-04-13,C020230,Male,35-44,New,P1046,Shampoo,Beauty,Brand 1,1,332.95,0,332.95,Debit Card,In-Store,North
T0000364,2024-11-08,C003833,Male,35-44,Returning,P1031,Milk,Groceries,Brand 1,1,305.73,30,214.01,Gift Card,In-Store,West
T0000365,2024-05-21,C018836,Female,45-54,Returning,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,PayPal,Mobile App,Central
T0000366,2025-10-22,C005677,Other,25-34,VIP,P1089,Water Bottle,Sports,Brand 2,1,444.17,10,399.75,Cash,Online,South
T0000367,2025-04-06,C020297,Male,35-44,New,P1041,Coffee,Groceries,Brand 2,1,65.41,20,52.33,PayPal,Online,South
T0000368,2025-01-28,C018402,Other,45-54,VIP,P1105,Building Blocks,Toys,Brand 3,1,454.25,0,454.25,PayPal,In-Store,West
T0000369,2024-06-20,C002709,Other,18-24,Returning,P1063,Bedsheet,Home,Brand 3,1,415.23,0,415.23,Cash,Online,East
T0000370,2025-07-04,C009460,Male,45-54,VIP,P1029,Sneakers,Clothing,Brand 2,1,298.25,0,298.25,Gift Card,Mobile App,North
T0000371,2024-04-26,C008779,Other,35-44,New,P1074,Towel,Home,Brand 2,2,408.65,0,817.3,PayPal,Mobile App,South
T0000372,2024-04-14,C024117,Other,25-34,Loyal,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Credit Card,In-Store,East
T0000373,2024-03-30,C014388,Male,25-34,Returning,P1045,Cereal,Groceries,Brand 3,1,133.1,0,133.1,Gift Card,Mobile App,East
T0000374,2025-12-28,C019998,Other,45-54,Returning,P1111,Cookbook,Books,Brand 3,1,148.43,0,148.43,Gift Card,Online,South
T0000375,2024-07-30,C001946,Other,35-44,Loyal,P1105,Building Blocks,Toys,Brand 3,3,454.25,25,1022.06,Gift Card,Mobile App,South
T0000376,2025-12-21,C009590,Female,55+,Loyal,P1042,Coffee,Groceries,Brand 3,1,250.11,0,250.11,Gift Card,Mobile App,North
T0000377,2025-02-25,C001943,Female,25-34,Returning,P1018,T-Shirt,Clothing,Brand 3,2,264.75,0,529.5,Debit Card,Online,East
T0000378,2024-09-10,C024952,Other,45-54,VIP,P1107,Novel,Books,Brand 2,1,208.14,0,208.14,Debit Card,Mobile App,East
T0000379,2025-02-28,C012294,Female,18-24,New,P1081,Football,Sports,Brand 3,2,432.24,5,821.26,PayPal,Mobile App,East
T0000380,2025-01-12,C014900,Female,35-44,New,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Credit Card,Mobile App,West
T0000381,2025-11-11,C022849,Female,18-24,VIP,P1082,Dumbbells,Sports,Brand 1,1,313.53,5,297.85,Debit Card,In-Store,South
